"class","family","genus","species","valid_genus","valid_species","bodySize","ref_bodysize"
"Actinopterygii","Tetraodontidae","Canthigaster","papua","Canthigaster","papua",10,"Fishbase2022"
"Actinopterygii","Tetraodontidae","Canthigaster","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Tetraodontidae","Canthigaster","valentini","Canthigaster","valentini",11,"Fishbase2022"
"Actinopterygii","Tetraodontidae","Omegophora","armilla","Omegophora","armilla",25,"Fishbase2022"
"Actinopterygii","Tetraodontidae","Omegophora","cyanopunctata","Omegophora","cyanopunctata",35.1,"Imputed"
"Actinopterygii","Tetraodontidae","Tetractenos","glaber","Tetractenos","glaber",15,"Fishbase2022"
"Actinopterygii","Tetraodontidae","Torquigener","pleurogramma","Torquigener","pleurogramma",21,"Fishbase2022"
"Actinopterygii","Trachichthyidae","Optivus","agastos","Optivus","agastos",9.5,"Fishbase2022"
"Actinopterygii","Trachichthyidae","Trachichthys","australis","Trachichthys","australis",15,"Fishbase2022"
"Actinopterygii","Tripterygiidae","Enneapterygius","atrogulare","Enneapterygius","atrogulare",5.3,"Fishbase2022"
"Actinopterygii","Tripterygiidae","Enneapterygius","howensis","Enneapterygius","howensis",3.5,"Fishbase2022"
"Actinopterygii","Tripterygiidae","Enneapterygius","larsonae","Enneapterygius","larsonae",3.5,"Fishbase2022"
"Actinopterygii","Tripterygiidae","Enneapterygius","rufopileus","Enneapterygius","rufopileus",4.5,"Fishbase2022"
"Actinopterygii","Tripterygiidae","Enneapterygius","similis","Enneapterygius","similis",3.2,"Fishbase2022"
"Actinopterygii","Tripterygiidae","Enneapterygius","spp.",NA,NA,35.1,"Imputed"
"Actinopterygii","Tripterygiidae","Forsterygion","varium","Forsterygion","varium",13,"Fishbase2022"
"Actinopterygii","Tripterygiidae","Helcogramma","chica","Helcogramma","chica",3.1,"Fishbase2022"
"Actinopterygii","Tripterygiidae","Helcogramma","decurrens","Helcogramma","decurrens",4.5,"Fishbase2022"
"Actinopterygii","Tripterygiidae","Helcogramma","striata","Helcogramma","striata",4.3,"Fishbase2022"
"Actinopterygii","Tripterygiidae","Trinorfolkia","clarkei","Trinorfolkia","clarkei",8,"Fishbase2022"
"Actinopterygii","Tripterygiidae","Tripterygiidae","Ningaloo",NA,NA,35.1,"Imputed"
"Actinopterygii","Zanclidae","Zanclus","cornutus","Zanclus","cornutus",23,"Fishbase2022"
"Actinopterygii",NA,"Actinopterygii","spp.",NA,NA,35.1,"Imputed"
