"latitude","longitude","survey_date","class","order","family","genus","species","valid_genus","valid_species","biomass_mean","size_class_mean","total_mean","bodySize","ref_bodysize"
-43.3,147.1,2022-03-04,"Actinopterygii","Perciformes","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",531.7,40,1,35,"Fishbase2022"
-43.3,147.1,2022-03-04,"Actinopterygii","Perciformes","Pempheridae","Pempheris","multiradiata","Pempheris","multiradiata",42,11.2,1,28,"Fishbase2022"
-43.3,147.1,2022-03-04,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",60.7,11.7,1.3,23,"Fishbase2022"
-43.3,147.1,2022-03-04,"Actinopterygii","Perciformes","Labridae","Pseudolabrus","rubicundus","Pseudolabrus","rubicundus",45.1,13.1,1,NA,"Fishbase2022"
-43.3,147.1,2022-03-04,"Actinopterygii","Gadiformes","Moridae","Pseudophycis","barbata","Pseudophycis","barbata",173.9,25,1,63,"Fishbase2022"
-43.3,147.1,2022-03-04,"Actinopterygii","Perciformes","Kyphosidae","Scorpis","lineolata","Scorpis","lineolata",37.1,12.5,1,30,"Fishbase2022"
-43.3,147.1,2022-03-04,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",546.8,6,192.1,15,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Serranidae","Caesioperca","rasor","Caesioperca","rasor",125.5,12.5,1,25,"Fishbase2022"
-43.1,147.9,2021-01-09,"Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","laticeps","Cephaloscyllium","laticeps",2567.6,100,1,150,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Dinolestidae","Dinolestes","lewini","Dinolestes","lewini",166.4,25,1.3,84,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",5.4,5.6,1.5,11.1,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Tripterygiidae","Forsterygion","varium","Forsterygion","varium",2.5,5,1,13,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","freycineti","Meuschenia","freycineti",302.4,20,1,60,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Odacidae","Neoodax","balteatus","Neoodax","balteatus",28.9,7.8,3.5,14,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Labridae","Notolabrus","fucicola","Notolabrus","fucicola",282.9,22,1.2,38,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",90.1,16.1,1.2,50,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",211.1,25,1,35,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",187.3,23.3,1,23,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Labridae","Pseudolabrus","rubicundus","Pseudolabrus","rubicundus",63.1,12.5,1.3,NA,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Kyphosidae","Scorpis","lineolata","Scorpis","lineolata",37.1,12.5,1,30,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",757.2,6.2,132.5,15,"Fishbase2022"
-43.1,147.9,2021-01-09,"Actinopterygii","Perciformes","Mullidae","Upeneichthys","vlamingii","Upeneichthys","vlamingii",204.1,25,1,35,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","vittiger","Acanthaluteres","vittiger",36.8,2.5,48.8,35,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Dinolestidae","Dinolestes","lewini","Dinolestes","lewini",28.1,12.5,1,84,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Syngnathiformes","Syngnathidae","Hippocampus","abdominalis","Hippocampus","abdominalis",65.1,25,1,35,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","australis","Meuschenia","australis",302.4,20,1,30,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Odacidae","Neoodax","balteatus","Neoodax","balteatus",14.3,7.5,1.3,14,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Labridae","Notolabrus","fucicola","Notolabrus","fucicola",271.5,22.2,1.4,38,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",166.6,17.3,1.6,50,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Pomacentridae","Parma","microlepis","Parma","microlepis",85,12.5,1,14,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",81.2,15.8,1,23,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Labridae","Pseudolabrus","rubicundus","Pseudolabrus","rubicundus",116.3,14.8,1.4,NA,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",634.8,5.8,146.1,15,"Fishbase2022"
-43.1,148,2022-05-04,"Actinopterygii","Perciformes","Dinolestidae","Dinolestes","lewini","Dinolestes","lewini",95.3,20,1,84,"Fishbase2022"
-43.1,148,2022-05-04,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","australis","Meuschenia","australis",85.2,12.5,1,30,"Fishbase2022"
-43.1,148,2022-05-04,"Actinopterygii","Perciformes","Odacidae","Neoodax","balteatus","Neoodax","balteatus",11.2,7.5,1.3,14,"Fishbase2022"
-43.1,148,2022-05-04,"Actinopterygii","Perciformes","Labridae","Notolabrus","fucicola","Notolabrus","fucicola",133.7,15.3,1.6,38,"Fishbase2022"
-43.1,148,2022-05-04,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",267.2,20.8,1.3,50,"Fishbase2022"
-43.1,148,2022-05-04,"Actinopterygii","Perciformes","Labridae","Pseudolabrus","rubicundus","Pseudolabrus","rubicundus",37.7,10.4,1.2,NA,"Fishbase2022"
-43.1,148,2022-05-04,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",183.1,9,12.4,15,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","vittiger","Acanthaluteres","vittiger",392.1,15,3,35,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Serranidae","Caesioperca","lepidoptera","Caesioperca","lepidoptera",46.7,5.8,3,30,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","spectabilis","Chirodactylus","spectabilis",1046.4,42.5,1,100,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Kyphosidae","Girella","zebra","Girella","zebra",195.7,20,1,34,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","scaber","Meuschenia","scaber",143.9,15,1,31,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Labridae","Notolabrus","fucicola","Notolabrus","fucicola",160.8,16.9,1.2,38,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",87.2,17.5,1,50,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",1032.6,50,1,35,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Pomacentridae","Parma","microlepis","Parma","microlepis",17.2,7.5,1,14,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Labridae","Pseudolabrus","rubicundus","Pseudolabrus","rubicundus",33.1,11.2,1,NA,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",82.6,5.8,20.3,15,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","vittiger","Acanthaluteres","vittiger",415.9,20.8,2,35,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","spectabilis","Chirodactylus","spectabilis",760.2,40,1,100,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Dinolestidae","Dinolestes","lewini","Dinolestes","lewini",46.6,15,1,84,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","freycineti","Meuschenia","freycineti",1117.7,40,1,60,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Labridae","Notolabrus","fucicola","Notolabrus","fucicola",295.1,24,1.2,38,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",359.2,22.9,1.6,50,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",305.7,30,1,23,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Carangidae","Pseudocaranx","georgianus","Pseudocaranx","georgianus",92.4,5,40,NA,NA
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Labridae","Pseudolabrus","rubicundus","Pseudolabrus","rubicundus",184.4,20,1.4,NA,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Kyphosidae","Scorpis","lineolata","Scorpis","lineolata",18.4,10,1,30,"Fishbase2022"
-43.1,148,2021-01-08,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",850,11.7,32.9,15,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","vittiger","Acanthaluteres","vittiger",76.3,8.8,3,35,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Serranidae","Caesioperca","lepidoptera","Caesioperca","lepidoptera",583.6,5,27.3,30,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Serranidae","Caesioperca","rasor","Caesioperca","rasor",139.2,10,2,25,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","australis","Meuschenia","australis",43.8,7.5,2,30,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",42.8,10,3,50,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",11.2,7.5,1,23,"Fishbase2022"
-43.1,148,2022-03-31,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",275,6.9,50.8,15,"Fishbase2022"
-43.1,147.4,2021-01-10,"Actinopterygii","Perciformes","Odacidae","Neoodax","balteatus","Neoodax","balteatus",2.6,5,1,14,"Fishbase2022"
-43.1,147.4,2021-01-10,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",171.7,19.6,1.5,50,"Fishbase2022"
-43.1,147.4,2021-01-10,"Actinopterygii","Perciformes","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",363.4,32.5,1,35,"Fishbase2022"
-43.1,147.4,2021-01-10,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",75.1,15,1,23,"Fishbase2022"
-43.1,147.4,2021-01-10,"Actinopterygii","Gadiformes","Moridae","Pseudophycis","bachus","Pseudophycis","bachus",254.1,30,1,90,"Fishbase2022"
-43.1,147.4,2021-01-10,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",114.6,5.8,27.3,15,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","vittiger","Acanthaluteres","vittiger",544,25,1.7,35,"Fishbase2022"
-43.1,147.3,2021-02-24,"Elasmobranchii","Myliobatiformes","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia","brevicaudata",127700.1,200,1,430,"Fishbase2022"
-43.1,147.3,2021-02-24,"Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","laticeps","Cephaloscyllium","laticeps",5135.2,100,2,150,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Perciformes","Dinolestidae","Dinolestes","lewini","Dinolestes","lewini",2571.5,21.9,24.8,84,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Tetraodontiformes","Diodontidae","Diodon","nicthemerus","Diodon","nicthemerus",127.7,15,1,40,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Perciformes","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",16.1,7.9,1,11.1,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Perciformes","Tripterygiidae","Forsterygion","varium","Forsterygion","varium",19.9,10,1,13,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","australis","Meuschenia","australis",222.8,15.9,1.2,30,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","freycineti","Meuschenia","freycineti",143.9,15,1,60,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Perciformes","Odacidae","Neoodax","balteatus","Neoodax","balteatus",62.7,9.6,2.6,14,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Perciformes","Labridae","Notolabrus","fucicola","Notolabrus","fucicola",20.1,10,1,38,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",442.4,23.3,2.3,50,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Perciformes","Pentacerotidae","Pentaceropsis","recurvirostris","Pentaceropsis","recurvirostris",653.1,40,1,50,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",162.6,17.8,1.4,23,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Perciformes","Labridae","Pseudolabrus","rubicundus","Pseudolabrus","rubicundus",82.9,14.5,1.4,NA,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Gadiformes","Moridae","Pseudophycis","bachus","Pseudophycis","bachus",96.5,17.5,1.2,90,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Perciformes","Odacidae","Siphonognathus","beddomei","Siphonognathus","beddomei",27.7,10,1.5,12,"Fishbase2022"
-43.1,147.3,2021-02-24,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",830.8,7.7,86.1,15,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","vittiger","Acanthaluteres","vittiger",237.6,8.8,4,35,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Tetraodontiformes","Ostraciidae","Aracana","aurita","Aracana","aurita",120.9,12.5,1,20,"Fishbase2022"
-43.1,147.4,2021-03-01,"Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","laticeps","Cephaloscyllium","laticeps",5446.8,118.8,1,150,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Perciformes","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",14.2,8.8,1,11.1,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Perciformes","Odacidae","Heteroscarus","acroptilus","Heteroscarus","acroptilus",89.1,16.2,1,24,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","australis","Meuschenia","australis",19.6,7.5,1,30,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Perciformes","Odacidae","Neoodax","balteatus","Neoodax","balteatus",80.9,11.5,2.8,14,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Scorpaeniformes","Scorpaenidae","Neosebastes","scorpaenoides","Neosebastes","scorpaenoides",794.9,25,1,40,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Perciformes","Labridae","Notolabrus","fucicola","Notolabrus","fucicola",20.1,10,1,38,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",265.8,21.3,1.8,50,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Perciformes","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",65.5,15,1,35,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",89.1,15,1.2,23,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Gadiformes","Moridae","Pseudophycis","bachus","Pseudophycis","bachus",75.8,15.8,1.3,90,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Perciformes","Odacidae","Siphonognathus","beddomei","Siphonognathus","beddomei",56.7,8.3,4.3,12,"Fishbase2022"
-43.1,147.4,2021-03-01,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",13.6,6.8,2,15,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Tetraodontiformes","Monacanthidae","Acanthaluteres","vittiger","Acanthaluteres","vittiger",437.1,20,6.5,35,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Aplodactylidae","Aplodactylus","arctidens","Aplodactylus","arctidens",984,45,1.2,65,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Tetraodontiformes","Ostraciidae","Aracana","aurita","Aracana","aurita",62.7,10,1,20,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Serranidae","Caesioperca","rasor","Caesioperca","rasor",271,15,1.3,25,"Fishbase2022"
-43,147.3,2021-02-24,"Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","laticeps","Cephaloscyllium","laticeps",1682.2,87.5,1,150,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","spectabilis","Chirodactylus","spectabilis",958.2,40,1.1,100,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Dinolestidae","Dinolestes","lewini","Dinolestes","lewini",140.5,25,1,84,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Tetraodontiformes","Diodontidae","Diodon","nicthemerus","Diodon","nicthemerus",37.8,10,1,40,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Labridae","Dotalabrus","aurantiacus","Dotalabrus","aurantiacus",39.8,10,2,11.1,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Clinidae","Heteroclinus","heptaeolus","Heteroclinus","heptaeolus",51.1,15,1,10,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Latridae","Latridopsis","forsteri","Latridopsis","forsteri",6631.1,35,7.2,65,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Tetraodontiformes","Monacanthidae","Meuschenia","australis","Meuschenia","australis",889.5,35,1,30,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Cheilodactylidae","Nemadactylus","douglasii","Nemadactylus","douglasii",687.9,28.3,2.3,81,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Odacidae","Neoodax","balteatus","Neoodax","balteatus",8.5,7.5,1,14,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Labridae","Notolabrus","fucicola","Notolabrus","fucicola",163.8,20,1,38,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",372.4,25.1,1.8,50,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Odacidae","Olisthops","cyanomelas","Olisthops","cyanomelas",220.4,21.7,1.3,35,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Pempheridae","Pempheris","multiradiata","Pempheris","multiradiata",73.5,7.5,8,28,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Pentacerotidae","Pentaceropsis","recurvirostris","Pentaceropsis","recurvirostris",658.9,32.5,1.3,50,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",207.2,18,1.8,23,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Cheilodactylidae","Pseudogoniistius","nigripes","Pseudogoniistius","nigripes",652.2,32.5,1.2,41,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Gadiformes","Moridae","Pseudophycis","bachus","Pseudophycis","bachus",185.8,25,1,90,"Fishbase2022"
-43,147.3,2021-02-24,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",688.8,8.7,58.7,15,"Fishbase2022"
-43,147.3,2021-02-24,"Elasmobranchii","Myliobatiformes","Urolophidae","Urolophus","cruciatus","Urolophus","cruciatus",1439.9,40,3,50,"Fishbase2022"
-43,147.3,2022-08-09,"Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","spectabilis","Chirodactylus","spectabilis",195.5,20,1,100,"Fishbase2022"
-43,147.3,2022-08-09,"Actinopterygii","Perciformes","Labridae","Notolabrus","fucicola","Notolabrus","fucicola",33.8,11.7,1,38,"Fishbase2022"
-43,147.3,2022-08-09,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",104.8,15.6,1.5,50,"Fishbase2022"
-43,147.3,2022-08-09,"Actinopterygii","Perciformes","Labridae","Pictilabrus","laticlavius","Pictilabrus","laticlavius",38.3,12.5,1,23,"Fishbase2022"
-43,147.3,2022-08-09,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",170.7,7.5,31.3,15,"Fishbase2022"
-43,147.3,2022-08-02,"Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","spectabilis","Chirodactylus","spectabilis",297,25,1,100,"Fishbase2022"
-43,147.3,2022-08-02,"Actinopterygii","Perciformes","Labridae","Notolabrus","fucicola","Notolabrus","fucicola",207.2,19,1.6,38,"Fishbase2022"
-43,147.3,2022-08-02,"Actinopterygii","Perciformes","Labridae","Notolabrus","tetricus","Notolabrus","tetricus",281,19.1,2.3,50,"Fishbase2022"
-43,147.3,2022-08-02,"Actinopterygii","Perciformes","Plesiopidae","Trachinops","caudimaculatus","Trachinops","caudimaculatus",2,5,1,15,"Fishbase2022"
-43,147.3,2021-01-10,"Actinopterygii","Perciformes","Aplodactylidae","Aplodactylus","arctidens","Aplodactylus","arctidens",552.3,40,1,65,"Fishbase2022"
